event_id,date,theater,event_type,title_zh,title_en,summary_zh,summary_en,source_side,source_ua,source_ru,source_third,url_ua,url_ru,url_third,reliability,confidence,disagreement_flag,disagreement_note_zh,forecast_related,tags,editor,updated_at,schema_version
2026-07-27-733,2026-07-27,political,frontline,Mykolayiv: frontline event,Mykolayiv: frontline event,VIINA 事件（2026-07-27）：地点 Mykolayiv，主类型 frontline，信源 pravdaua,VIINA 事件（2026-07-27）：地点 Mykolayiv，主类型 frontline，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;media:pravdaua;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-27-734,2026-07-27,east-donetsk,troops,Pokrovsk: troops event,Pokrovsk: troops event,VIINA 事件（2026-07-27）：地点 Pokrovsk，主类型 troops，信源 pravdaua,VIINA 事件（2026-07-27）：地点 Pokrovsk，主类型 troops，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:pravdaua;viina_t:troops;viina_t:frontline;viina_t:frontline;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-27-735,2026-07-27,north-kharkiv,civilian,Slobozhans'ke: civilian event,Slobozhans'ke: civilian event,VIINA 事件（2026-07-27）：地点 Slobozhans'ke，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-27）：地点 Slobozhans'ke，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;media:pravdaua;viina_t:civilian;viina_t:civilian;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-27-736,2026-07-27,homeland-ua,external,Ukrainka: external event,Ukrainka: external event,VIINA 事件（2026-07-27）：地点 Ukrainka，主类型 external，信源 unian,VIINA 事件（2026-07-27）：地点 Ukrainka，主类型 external，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:unian,pipeline,2026-08-12,v1
2026-07-27-737,2026-07-27,south-kherson,external,Chorna Dolyna: external event,Chorna Dolyna: external event,VIINA 事件（2026-07-27）：地点 Chorna Dolyna，主类型 external，信源 unian,VIINA 事件（2026-07-27）：地点 Chorna Dolyna，主类型 external，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:unian,pipeline,2026-08-12,v1
2026-07-27-738,2026-07-27,political,external,Uzhgorod: external event,Uzhgorod: external event,VIINA 事件（2026-07-27）：地点 Uzhgorod，主类型 external，信源 unian,VIINA 事件（2026-07-27）：地点 Uzhgorod，主类型 external，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:civ;media:unian,pipeline,2026-08-12,v1
2026-07-27-739,2026-07-27,political,frontline,Poltava: frontline event,Poltava: frontline event,VIINA 事件（2026-07-27）：地点 Poltava，主类型 frontline，信源 unian,VIINA 事件（2026-07-27）：地点 Poltava，主类型 frontline，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:unian;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-27-740,2026-07-27,east-donetsk,civilian,Azov: civilian event,Azov: civilian event,VIINA 事件（2026-07-27）：地点 Azov，主类型 civilian，信源 unian,VIINA 事件（2026-07-27）：地点 Azov，主类型 civilian，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:unian;viina_t:civilian;viina_t:troops;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-27-741,2026-07-27,black-sea,civilian,Odessa: civilian event,Odessa: civilian event,VIINA 事件（2026-07-27）：地点 Odessa，主类型 civilian，信源 liga,VIINA 事件（2026-07-27）：地点 Odessa，主类型 civilian，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;media:liga;viina_t:civilian;viina_t:civilian;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-27-742,2026-07-27,homeland-ua,frontline,Deremezna: frontline event,Deremezna: frontline event,VIINA 事件（2026-07-27）：地点 Deremezna，主类型 frontline，信源 nv,VIINA 事件（2026-07-27）：地点 Deremezna，主类型 frontline，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;media:nv;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-27-743,2026-07-27,east-donetsk,civilian,Sotsmisto: civilian event,Sotsmisto: civilian event,VIINA 事件（2026-07-27）：地点 Sotsmisto，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-27）：地点 Sotsmisto，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:pravdaua;viina_t:civilian;viina_t:civilian;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-27-744,2026-07-27,political,civilian,Sevastopol: civilian event,Sevastopol: civilian event,VIINA 事件（2026-07-27）：地点 Sevastopol，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-27）：地点 Sevastopol，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;media:pravdaua;viina_t:civilian;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-27-745,2026-07-27,east-donetsk,external,Panteleimonivka: external event,Panteleimonivka: external event,VIINA 事件（2026-07-27）：地点 Panteleimonivka，主类型 external，信源 unian,VIINA 事件（2026-07-27）：地点 Panteleimonivka，主类型 external，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:unian,pipeline,2026-08-12,v1
2026-07-28-746,2026-07-28,homeland-ua,frontline,Kyiv: frontline event,Kyiv: frontline event,VIINA 事件（2026-07-28）：地点 Kyiv，主类型 frontline，信源 liga,VIINA 事件（2026-07-28）：地点 Kyiv，主类型 frontline，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;media:liga;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-747,2026-07-28,political,external,Pustomyty: external event,Pustomyty: external event,VIINA 事件（2026-07-28）：地点 Pustomyty，主类型 external，信源 liga,VIINA 事件（2026-07-28）：地点 Pustomyty，主类型 external，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:liga,pipeline,2026-08-12,v1
2026-07-28-748,2026-07-28,political,civilian,Volovytsia: civilian event,Volovytsia: civilian event,VIINA 事件（2026-07-28）：地点 Volovytsia，主类型 civilian，信源 liga,VIINA 事件（2026-07-28）：地点 Volovytsia，主类型 civilian，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;media:liga;viina_t:civilian,pipeline,2026-08-12,v1
2026-07-28-749,2026-07-28,homeland-ua,civilian,Kyiv: civilian event,Kyiv: civilian event,VIINA 事件（2026-07-28）：地点 Kyiv，主类型 civilian，信源 liga,VIINA 事件（2026-07-28）：地点 Kyiv，主类型 civilian，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;media:liga;viina_t:civilian,pipeline,2026-08-12,v1
2026-07-28-750,2026-07-28,political,external,Lviv: external event,Lviv: external event,VIINA 事件（2026-07-28）：地点 Lviv，主类型 external，信源 liga,VIINA 事件（2026-07-28）：地点 Lviv，主类型 external，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:liga,pipeline,2026-08-12,v1
2026-07-28-751,2026-07-28,east-donetsk,troops,Miskyi Ostriv: troops event,Miskyi Ostriv: troops event,VIINA 事件（2026-07-28）：地点 Miskyi Ostriv，主类型 troops，信源 liga,VIINA 事件（2026-07-28）：地点 Miskyi Ostriv，主类型 troops，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:liga;viina_t:troops;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-752,2026-07-28,political,civilian,Dnipro: civilian event,Dnipro: civilian event,VIINA 事件（2026-07-28）：地点 Dnipro，主类型 civilian，信源 liga,VIINA 事件（2026-07-28）：地点 Dnipro，主类型 civilian，信源 liga,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:liga;viina_t:civilian,pipeline,2026-08-12,v1
2026-07-28-753,2026-07-28,black-sea,civilian,Odessa: civilian event,Odessa: civilian event,"VIINA 事件（2026-07-28）：地点 Odessa，主类型 civilian，信源 liga, pravdaua","VIINA 事件（2026-07-28）：地点 Odessa，主类型 civilian，信源 liga, pravdaua",third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,"viina;actor:civ;media:liga, pravdaua;viina_t:civilian;viina_t:civilian;viina_t:frontline",pipeline,2026-08-12,v1
2026-07-28-754,2026-07-28,east-luhansk,frontline,Novyi: frontline event,Novyi: frontline event,VIINA 事件（2026-07-28）：地点 Novyi，主类型 frontline，信源 militarnyy,VIINA 事件（2026-07-28）：地点 Novyi，主类型 frontline，信源 militarnyy,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:militarnyy;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-755,2026-07-28,north-kharkiv,frontline,Slobozhans'ke: frontline event,Slobozhans'ke: frontline event,"VIINA 事件（2026-07-28）：地点 Slobozhans'ke，主类型 frontline，信源 militarnyy, unian","VIINA 事件（2026-07-28）：地点 Slobozhans'ke，主类型 frontline，信源 militarnyy, unian",third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,"viina;actor:ru;actor:ua;media:militarnyy, unian;viina_t:frontline;viina_t:frontline",pipeline,2026-08-12,v1
2026-07-28-756,2026-07-28,political,frontline,Zaporizhzhya: frontline event,Zaporizhzhya: frontline event,VIINA 事件（2026-07-28）：地点 Zaporizhzhya，主类型 frontline，信源 militarnyy,VIINA 事件（2026-07-28）：地点 Zaporizhzhya，主类型 frontline，信源 militarnyy,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:militarnyy;viina_t:frontline;viina_t:frontline;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-757,2026-07-28,south-crimea,civilian,Simferopol: civilian event,Simferopol: civilian event,VIINA 事件（2026-07-28）：地点 Simferopol，主类型 civilian，信源 nv,VIINA 事件（2026-07-28）：地点 Simferopol，主类型 civilian，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv;viina_t:civilian;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-758,2026-07-28,political,civilian,Balaklava: civilian event,Balaklava: civilian event,VIINA 事件（2026-07-28）：地点 Balaklava，主类型 civilian，信源 nv,VIINA 事件（2026-07-28）：地点 Balaklava，主类型 civilian，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv;viina_t:civilian;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-759,2026-07-28,east-donetsk,frontline,Druzhkivka: frontline event,Druzhkivka: frontline event,VIINA 事件（2026-07-28）：地点 Druzhkivka，主类型 frontline，信源 nv,VIINA 事件（2026-07-28）：地点 Druzhkivka，主类型 frontline，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-760,2026-07-28,political,civilian,Zaporizhzhya: civilian event,Zaporizhzhya: civilian event,VIINA 事件（2026-07-28）：地点 Zaporizhzhya，主类型 civilian，信源 nv,VIINA 事件（2026-07-28）：地点 Zaporizhzhya，主类型 civilian，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv;viina_t:civilian;viina_t:civilian;viina_t:civilian;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-761,2026-07-28,east-donetsk,civilian,Olenivka: civilian event,Olenivka: civilian event,VIINA 事件（2026-07-28）：地点 Olenivka，主类型 civilian，信源 nv,VIINA 事件（2026-07-28）：地点 Olenivka，主类型 civilian，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;media:nv;viina_t:civilian;viina_t:civilian;viina_t:troops,pipeline,2026-08-12,v1
2026-07-28-762,2026-07-28,political,external,Chernivtsi: external event,Chernivtsi: external event,VIINA 事件（2026-07-28）：地点 Chernivtsi，主类型 external，信源 nv,VIINA 事件（2026-07-28）：地点 Chernivtsi，主类型 external，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:nv,pipeline,2026-08-12,v1
2026-07-28-763,2026-07-28,homeland-ua,civilian,Deremezna: civilian event,Deremezna: civilian event,VIINA 事件（2026-07-28）：地点 Deremezna，主类型 civilian，信源 nv,VIINA 事件（2026-07-28）：地点 Deremezna，主类型 civilian，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:nv;viina_t:civilian,pipeline,2026-08-12,v1
2026-07-28-764,2026-07-28,east-donetsk,external,Mariupol: external event,Mariupol: external event,VIINA 事件（2026-07-28）：地点 Mariupol，主类型 external，信源 nv,VIINA 事件（2026-07-28）：地点 Mariupol，主类型 external，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:nv,pipeline,2026-08-12,v1
2026-07-28-765,2026-07-28,east-donetsk,troops,Azov: troops event,Azov: troops event,VIINA 事件（2026-07-28）：地点 Azov，主类型 troops，信源 nv,VIINA 事件（2026-07-28）：地点 Azov，主类型 troops，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv;viina_t:troops;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-766,2026-07-28,east-donetsk,civilian,Donetsk: civilian event,Donetsk: civilian event,VIINA 事件（2026-07-28）：地点 Donetsk，主类型 civilian，信源 nv,VIINA 事件（2026-07-28）：地点 Donetsk，主类型 civilian，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv;viina_t:civilian;viina_t:civilian;viina_t:civilian;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-767,2026-07-28,south-crimea,frontline,Simferopol: frontline event,Simferopol: frontline event,VIINA 事件（2026-07-28）：地点 Simferopol，主类型 frontline，信源 nv,VIINA 事件（2026-07-28）：地点 Simferopol，主类型 frontline，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-768,2026-07-28,homeland-ua,external,Kyiv: external event,Kyiv: external event,"VIINA 事件（2026-07-28）：地点 Kyiv，主类型 external，信源 nv, pravdaua","VIINA 事件（2026-07-28）：地点 Kyiv，主类型 external，信源 nv, pravdaua",third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,"viina;actor:civ;media:nv, pravdaua",pipeline,2026-08-12,v1
2026-07-28-769,2026-07-28,political,external,Dnipro: external event,Dnipro: external event,VIINA 事件（2026-07-28）：地点 Dnipro，主类型 external，信源 nv,VIINA 事件（2026-07-28）：地点 Dnipro，主类型 external，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:nv,pipeline,2026-08-12,v1
2026-07-28-770,2026-07-28,political,civilian,Kalinovka: civilian event,Kalinovka: civilian event,VIINA 事件（2026-07-28）：地点 Kalinovka，主类型 civilian，信源 nv,VIINA 事件（2026-07-28）：地点 Kalinovka，主类型 civilian，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;actor:civ;media:nv;viina_t:civilian;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-771,2026-07-28,political,frontline,Stepnohirsk: frontline event,Stepnohirsk: frontline event,VIINA 事件（2026-07-28）：地点 Stepnohirsk，主类型 frontline，信源 nv,VIINA 事件（2026-07-28）：地点 Stepnohirsk，主类型 frontline，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-772,2026-07-28,political,frontline,Posich: frontline event,Posich: frontline event,VIINA 事件（2026-07-28）：地点 Posich，主类型 frontline，信源 nv,VIINA 事件（2026-07-28）：地点 Posich，主类型 frontline，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;actor:civ;media:nv;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-773,2026-07-28,political,frontline,Karpaty: frontline event,Karpaty: frontline event,VIINA 事件（2026-07-28）：地点 Karpaty，主类型 frontline，信源 nv,VIINA 事件（2026-07-28）：地点 Karpaty，主类型 frontline，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:nv;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-774,2026-07-28,north-kharkiv,external,Kharkiv: external event,Kharkiv: external event,VIINA 事件（2026-07-28）：地点 Kharkiv，主类型 external，信源 nv,VIINA 事件（2026-07-28）：地点 Kharkiv，主类型 external，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;media:nv,pipeline,2026-08-12,v1
2026-07-28-775,2026-07-28,north-kharkiv,civilian,Kharkiv: civilian event,Kharkiv: civilian event,"VIINA 事件（2026-07-28）：地点 Kharkiv，主类型 civilian，信源 nv, pravdaua","VIINA 事件（2026-07-28）：地点 Kharkiv，主类型 civilian，信源 nv, pravdaua",third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,"viina;actor:ru;media:nv, pravdaua;viina_t:civilian;viina_t:civilian;viina_t:frontline",pipeline,2026-08-12,v1
2026-07-28-776,2026-07-28,east-donetsk,frontline,Sotsmisto: frontline event,Sotsmisto: frontline event,VIINA 事件（2026-07-28）：地点 Sotsmisto，主类型 frontline，信源 nv,VIINA 事件（2026-07-28）：地点 Sotsmisto，主类型 frontline，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;media:nv;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-777,2026-07-28,east-donetsk,frontline,Pokrovsk: frontline event,Pokrovsk: frontline event,VIINA 事件（2026-07-28）：地点 Pokrovsk，主类型 frontline，信源 nv,VIINA 事件（2026-07-28）：地点 Pokrovsk，主类型 frontline，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:nv;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-778,2026-07-28,political,civilian,Chervone: civilian event,Chervone: civilian event,VIINA 事件（2026-07-28）：地点 Chervone，主类型 civilian，信源 nv,VIINA 事件（2026-07-28）：地点 Chervone，主类型 civilian，信源 nv,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:nv;viina_t:civilian;viina_t:frontline;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-779,2026-07-28,south-kherson,civilian,Kherson: civilian event,Kherson: civilian event,VIINA 事件（2026-07-28）：地点 Kherson，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-28）：地点 Kherson，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:pravdaua;viina_t:civilian;viina_t:troops;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-780,2026-07-28,black-sea,troops,Odessa: troops event,Odessa: troops event,VIINA 事件（2026-07-28）：地点 Odessa，主类型 troops，信源 pravdaua,VIINA 事件（2026-07-28）：地点 Odessa，主类型 troops，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;actor:civ;media:pravdaua;viina_t:troops;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-781,2026-07-28,north-kharkiv,civilian,Slobozhans'ke: civilian event,Slobozhans'ke: civilian event,VIINA 事件（2026-07-28）：地点 Slobozhans'ke，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-28）：地点 Slobozhans'ke，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:pravdaua;viina_t:civilian;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-782,2026-07-28,political,civilian,Poltava: civilian event,Poltava: civilian event,VIINA 事件（2026-07-28）：地点 Poltava，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-28）：地点 Poltava，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:pravdaua;viina_t:civilian;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-783,2026-07-28,political,external,Karpaty: external event,Karpaty: external event,VIINA 事件（2026-07-28）：地点 Karpaty，主类型 external，信源 pravdaua,VIINA 事件（2026-07-28）：地点 Karpaty，主类型 external，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:pravdaua,pipeline,2026-08-12,v1
2026-07-28-784,2026-07-28,east-luhansk,external,Novyi: external event,Novyi: external event,VIINA 事件（2026-07-28）：地点 Novyi，主类型 external，信源 pravdaua,VIINA 事件（2026-07-28）：地点 Novyi，主类型 external，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;media:pravdaua,pipeline,2026-08-12,v1
2026-07-28-785,2026-07-28,political,civilian,Lviv: civilian event,Lviv: civilian event,VIINA 事件（2026-07-28）：地点 Lviv，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-28）：地点 Lviv，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:civ;media:pravdaua;viina_t:civilian,pipeline,2026-08-12,v1
2026-07-28-786,2026-07-28,homeland-ua,civilian,Yablon'ki: civilian event,Yablon'ki: civilian event,VIINA 事件（2026-07-28）：地点 Yablon'ki，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-28）：地点 Yablon'ki，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;media:pravdaua;viina_t:civilian;viina_t:civilian;viina_t:frontline;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-787,2026-07-28,political,external,Ternopil: external event,Ternopil: external event,VIINA 事件（2026-07-28）：地点 Ternopil，主类型 external，信源 pravdaua,VIINA 事件（2026-07-28）：地点 Ternopil，主类型 external，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:pravdaua,pipeline,2026-08-12,v1
2026-07-28-788,2026-07-28,black-sea,civilian,Bilka: civilian event,Bilka: civilian event,VIINA 事件（2026-07-28）：地点 Bilka，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-28）：地点 Bilka，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:pravdaua;viina_t:civilian,pipeline,2026-08-12,v1
2026-07-28-789,2026-07-28,political,civilian,Kryvorizhzhya: civilian event,Kryvorizhzhya: civilian event,VIINA 事件（2026-07-28）：地点 Kryvorizhzhya，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-28）：地点 Kryvorizhzhya，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;media:pravdaua;viina_t:civilian;viina_t:civilian;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-790,2026-07-28,political,external,Zaporizhzhya: external event,Zaporizhzhya: external event,VIINA 事件（2026-07-28）：地点 Zaporizhzhya，主类型 external，信源 pravdaua,VIINA 事件（2026-07-28）：地点 Zaporizhzhya，主类型 external，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:pravdaua,pipeline,2026-08-12,v1
2026-07-28-791,2026-07-28,south-kherson,civilian,Chorna Dolyna: civilian event,Chorna Dolyna: civilian event,VIINA 事件（2026-07-28）：地点 Chorna Dolyna，主类型 civilian，信源 pravdaua,VIINA 事件（2026-07-28）：地点 Chorna Dolyna，主类型 civilian，信源 pravdaua,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;media:pravdaua;viina_t:civilian;viina_t:frontline,pipeline,2026-08-12,v1
2026-07-28-792,2026-07-28,east-luhansk,external,Petrovo-Krasnosel'ye: external event,Petrovo-Krasnosel'ye: external event,VIINA 事件（2026-07-28）：地点 Petrovo-Krasnosel'ye，主类型 external，信源 unian,VIINA 事件（2026-07-28）：地点 Petrovo-Krasnosel'ye，主类型 external，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:unian,pipeline,2026-08-12,v1
2026-07-28-793,2026-07-28,homeland-ua,external,Ukrainka: external event,Ukrainka: external event,VIINA 事件（2026-07-28）：地点 Ukrainka，主类型 external，信源 unian,VIINA 事件（2026-07-28）：地点 Ukrainka，主类型 external，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ru;actor:ua;media:unian,pipeline,2026-08-12,v1
2026-07-28-794,2026-07-28,homeland-ua,external,Chornobyl: external event,Chornobyl: external event,VIINA 事件（2026-07-28）：地点 Chornobyl，主类型 external，信源 unian,VIINA 事件（2026-07-28）：地点 Chornobyl，主类型 external，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;media:unian,pipeline,2026-08-12,v1
2026-07-28-795,2026-07-28,political,external,Tykhe: external event,Tykhe: external event,VIINA 事件（2026-07-28）：地点 Tykhe，主类型 external，信源 unian,VIINA 事件（2026-07-28）：地点 Tykhe，主类型 external，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:civ;media:unian,pipeline,2026-08-12,v1
2026-07-28-796,2026-07-28,political,external,Sumy: external event,Sumy: external event,VIINA 事件（2026-07-28）：地点 Sumy，主类型 external，信源 unian,VIINA 事件（2026-07-28）：地点 Sumy，主类型 external，信源 unian,third,,,VIINA,,,https://github.com/zhukovyuri/VIINA,B,3,no,,no,viina;actor:ua;actor:civ;media:unian,pipeline,2026-08-12,v1
